 prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#>
prefix owl: <http://www.w3.org/2002/07/owl#>
select * where {
?a0 rdf:type ?C0.
?C3 owl:disjointWith ?C5.
?p0 rdfs:range ?C1.
?C0 rdfs:subClassOf ?C2.
?C2 rdfs:subClassOf ?C3.
?C1 rdfs:subClassOf ?C5.
?a0 ?p0 ?a1.
}
a0,C0,C3,C5,p0,C1,C2,a1
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Jennifer Fostel
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Tina Hernandez-Boussard
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Liju Fan
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Trish Whetzel
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Chris Mungall
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Frank Gibson
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Daniel Schober
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Melanie Courtot
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Philippe Rocca-Serra
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Monnie McGee
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Helen Parkinson
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Bjoern Peters
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Allyson Lister
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Barry Smith
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Christian Bolling
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Cristian Cocos
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Richard Bruskiewich
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Jeffrey Grethe
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Gilberto Fragoso
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Jessica Turner
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Dawn Field
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Norman Morrison
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Pierre Grenon
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Susanna-Assunta Sansone
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Joe White
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Chris Taylor
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Holger Stenzhorn
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Jie Zheng
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Luisa Montecchi
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Philip Lord
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Dirk Derom
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,James A. Overton
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Eric Deutsch
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Yongqun He
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Stefan Wiemann
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Robert Stevens
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Melissa Haendel
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Kevin Clancy
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,John Westbrook
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Carlo Torniai
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Larisa Soldatova
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Jay Greenbaum
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Mervi Heiskanen
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Matthew Brush
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Bill Bug
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Chris Stoeckert
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Daniel Rubin
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Matthew Pocock
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Helen C. Causton
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Tanya Gray
http://purl.obolibrary.org/obo/obi.owl,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Ryan R. Brinkman
http://online-presence.net/opo/ns#,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Milan Stankovic
http://data.lirmm.fr/ontologies/osp,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.lirmm.fr/ontologies/osp#fran%C3%A7ois
http://data.lirmm.fr/ontologies/osp,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.lirmm.fr/ontologies/osp#felix
http://data.lirmm.fr/ontologies/poste,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.lirmm.fr/ontologies/poste#ghislain
http://data.lirmm.fr/ontologies/vdpp,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,http://data.lirmm.fr/ontologies/vdpp#fran%C3%A7ois
http://data.ordnancesurvey.co.uk/ontology/admingeo/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Ordnance Survey
http://data.ordnancesurvey.co.uk/ontology/spatialrelations/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Ordnance Survey
http://data.ordnancesurvey.co.uk/ontology/geometry/,http://purl.org/vocommons/voaf#Vocabulary,http://purl.org/vocab/frbr/core#Endeavour,http://purl.org/vocab/frbr/core#ResponsibleEntity,http://purl.org/dc/elements/1.1/creator,http://xmlns.com/foaf/0.1/Person,http://purl.org/vocab/frbr/core#Work,Ordnance Survey
